anfitriao_id,anfitriao_nome,anf_data_cadastro,anf_tempo_resposta,anf_taxa_resposta,anf_taxa_aceitacao,super_anfitriao,anf_bairro,anf_num_total_anuncios,anf_foto_perfil,anf_identidade_verificada
19255891,Antonio,2014-07-31,within a day,82%,50%,f,Barra da Tijuca,2.0,t,t
18944048,Cristina,2014-07-26,a few days or more,0%,,f,Copacabana,3.0,t,f
15244275,Terezinha Candida,2014-05-07,within an hour,100%,100%,t,Copacabana,3.0,t,f
14380610,Barbara,2014-04-16,a few days or more,0%,0%,f,,1.0,t,f
15120691,Larissa,2014-05-05,within a day,50%,0%,f,,2.0,t,t
5737780,Fabi,2013-04-02,within a few hours,100%,97%,t,Copacabana,34.0,t,t
5353737,Luiz,2013-03-06,a few days or more,0%,,f,,0.0,t,t
13089830,Vanessa,2014-03-13,,,,f,,1.0,t,t
1121416,Andre,2011-09-07,within an hour,100%,100%,f,East Village,4.0,t,t
19752167,Adelayde,2014-08-09,within a few hours,100%,,f,Ipanema,2.0,t,f
19806234,Leticia,2014-08-10,a few days or more,25%,,f,Botafogo,1.0,t,t
19854205,Markus Zen,2014-08-11,,,,f,,2.0,t,f
20013969,Sipriano,2014-08-14,,,,f,Barra da Tijuca,2.0,t,t
20017368,Amit,2014-08-14,a few days or more,0%,0%,f,,1.0,t,t
20059424,Livia,2014-08-15,within an hour,100%,95%,t,Copacabana,2.0,t,t
10455629,Eliane,2013-12-05,within an hour,100%,78%,f,,1.0,t,t
20234733,Maria,2014-08-18,,,,f,,2.0,t,f
20026739,Luiz Antonio,2014-08-14,,,,f,,1.0,t,f
3321901,John,2012-08-20,within an hour,100%,100%,t,Leme,1.0,t,t
12443884,Denise,2014-02-21,within an hour,100%,78%,t,,1.0,t,t
20370177,Sylvie,2014-08-21,within a few hours,90%,55%,t,Copacabana,14.0,t,t
20409440,Christian,2014-08-22,within a day,100%,,f,,2.0,t,t
15351377,Carol,2014-05-10,within a day,75%,,f,,1.0,t,t
19138346,Regina,2014-07-29,,,,f,Flamengo,1.0,t,f
20615488,Mauricio,2014-08-27,,,,f,,1.0,t,f
16745912,Sidney,2014-06-13,within an hour,100%,100%,t,Lapa,2.0,t,t
20629810,Claudia,2014-08-27,within a few hours,100%,75%,t,,1.0,t,t
20693273,Studio,2014-08-29,a few days or more,0%,100%,f,Lagoa,1.0,t,f
20731088,Cristina,2014-08-30,,,,t,Tijuca,7.0,t,t
20720949,Marta,2014-08-30,,,,f,Copacabana,1.0,t,f
20689957,Claudio José,2014-08-29,within a few hours,100%,58%,f,Ipanema,3.0,t,t
19740429,Danuza,2014-08-09,within a day,89%,33%,f,Leblon,1.0,t,t
20912705,Patricia,2014-09-03,within an hour,100%,0%,t,,1.0,t,t
20912626,Andre,2014-09-03,within a few hours,100%,71%,f,,2.0,t,t
10545972,Viviane,2013-12-10,,,,f,,1.0,t,t
479599,Daniel,2011-04-02,within a day,100%,,f,,1.0,t,t
10790493,Mauro Cezar,2013-12-24,within an hour,100%,100%,t,Copacabana,2.0,t,f
21091053,Juliana,2014-09-08,within a few hours,100%,98%,t,,3.0,t,t
9910900,Pedro,2013-11-09,within a day,57%,25%,f,Copacabana,1.0,t,t
21131586,Hilda E Valmir,2014-09-09,within an hour,100%,100%,f,Lapa,1.0,t,f
5379447,Maite,2013-03-08,within a few hours,100%,0%,f,Copacabana,5.0,t,t
21185178,Francesco,2014-09-10,within an hour,100%,86%,t,Copacabana,1.0,t,t
21255066,Rodrigo,2014-09-12,within a few hours,90%,94%,t,Leblon,0.0,t,t
21321654,Studio,2014-09-14,,,,f,Ipanema,1.0,t,t
21329018,Iara,2014-09-14,,,,f,,2.0,t,t
18972245,Maria,2014-07-27,within an hour,100%,91%,t,,5.0,t,t
8975746,Maria Ivani,2013-09-21,within a day,77%,49%,f,Copacabana,106.0,t,t
21492669,Beatriz,2014-09-18,within a few hours,100%,83%,t,Leblon,1.0,t,t
17236918,Louis,2014-06-25,a few days or more,0%,,f,Santa Teresa,5.0,t,t
5368287,Denise,2013-03-07,within a few hours,100%,94%,t,Tijuca,2.0,t,f
12416232,Ava E Gustavo,2014-02-20,,,100%,f,Flamengo,1.0,t,t
21650390,Janine,2014-09-22,within a few hours,100%,100%,f,Copacabana,6.0,t,t
21324513,Jorge,2014-09-14,within an hour,100%,71%,t,,1.0,t,t
6187963,Mauricio,2013-05-01,within an hour,100%,66%,f,Ipanema,3.0,t,t
21695449,Graziela,2014-09-23,,,,f,Ipanema,1.0,t,t
21743110,Mauro,2014-09-24,,,,f,,1.0,t,f
10546053,Cristina,2013-12-10,,,,f,Catete,1.0,t,t
21764325,Fátima,2014-09-25,within a day,80%,50%,f,,1.0,t,t
6431124,Aline,2013-05-16,,,,f,,1.0,t,f
9170389,Israel,2013-10-01,,,100%,t,Copacabana,2.0,t,t
21417192,Frederico,2014-09-16,,,,f,Glória,1.0,t,t
21923848,Karla,2014-09-29,,,,f,,1.0,t,f
21784708,Ricardo,2014-09-25,within a few hours,100%,100%,f,Lapa,1.0,t,t
5334744,Birgit,2013-03-05,,,,f,Santa Teresa,2.0,t,f
16091419,Roberta,2014-05-28,,,,f,,1.0,t,t
19514944,Mario,2014-08-05,within a few hours,100%,80%,t,,1.0,t,f
22019807,Juliana,2014-10-01,a few days or more,0%,0%,f,Recreio dos Bandeirantes,2.0,t,f
17882091,João Antônio,2014-07-09,,,,f,Copacabana,1.0,t,f
22022407,Edson,2014-10-01,within an hour,100%,95%,t,,3.0,t,t
22064770,Carlos,2014-10-02,,,0%,f,,1.0,t,f
22085127,Davimar,2014-10-03,,,,f,Copacabana,10.0,t,f
22118251,Christine,2014-10-04,within a day,100%,100%,f,Gávea,1.0,t,t
20337262,Suelen,2014-08-21,within an hour,100%,20%,f,Laranjeiras,1.0,t,t
13337780,Jose Ignacio,2014-03-20,within a few hours,100%,97%,f,Copacabana,2.0,t,f
4082953,Leticia,2012-11-07,within a day,50%,,f,,1.0,t,t
22296412,J Renato,2014-10-08,within an hour,100%,97%,t,Copacabana,3.0,t,t
22296087,C,2014-10-08,within an hour,100%,100%,f,,1.0,t,t
22304460,Elza,2014-10-08,a few days or more,0%,0%,f,Copacabana,1.0,t,f
22286781,Kelly,2014-10-08,within a few hours,100%,0%,f,,1.0,t,f
22397127,Neto,2014-10-11,within a few hours,100%,100%,t,Ipanema,1.0,t,t
22409270,Rafael,2014-10-11,within a few hours,100%,63%,t,,2.0,t,t
22377015,Bruno,2014-10-10,,,,f,Botafogo,1.0,t,f
17457696,Soul,2014-06-30,within an hour,100%,97%,t,Copacabana,3.0,t,t
22535387,Lucia Regina,2014-10-14,a few days or more,10%,60%,f,Humaitá,1.0,t,f
497393,Maria Luiza,2011-04-10,within a few hours,100%,17%,f,Ipanema,2.0,t,t
30159669,Maysa,2015-03-28,,,,f,,1.0,t,t
22678414,Denise,2014-10-18,within a day,70%,80%,f,Ipanema,1.0,t,t
22710448,Mario,2014-10-19,within an hour,100%,75%,f,Copacabana,2.0,t,t
22710668,Vanda,2014-10-19,,,,t,Ipanema,1.0,t,t
22713638,Ana Maria,2014-10-19,,,,f,,1.0,t,f
22723654,Juliana,2014-10-19,within a few hours,100%,,f,Copacabana,3.0,t,t
15151058,Sandra,2014-05-05,within a few hours,90%,56%,f,Copacabana,3.0,t,t
22754929,Marcia,2014-10-20,within a few hours,100%,100%,t,,2.0,t,t
8936912,Felipe,2013-09-19,a few days or more,0%,,f,Santa Teresa,1.0,t,t
20255969,Casa Abóbora,2014-08-19,a few days or more,20%,0%,f,,1.0,t,t
21960021,Flor,2014-09-30,,,,f,Rio Comprido,1.0,t,t
18723997,Rosa Maria,2014-07-23,,,,f,,1.0,t,f
22836579,Patrícia,2014-10-22,within an hour,100%,95%,t,Recreio dos Bandeirantes,1.0,t,t
11196875,Thaís Rosa,2014-01-11,,,100%,f,Glória,2.0,t,t
14657456,Felipe,2014-04-23,a few days or more,29%,100%,f,,0.0,t,t
7726727,Hugo,2013-07-25,within a day,100%,0%,f,,1.0,t,f
2653155,Gabriela,2012-06-16,within a few hours,100%,,f,,1.0,t,t
18136498,Cassia,2014-07-15,,,,f,Copacabana,3.0,t,t
22583995,Michael,2014-10-15,,,0%,f,,1.0,t,f
22610755,Caren,2014-10-16,within an hour,100%,100%,f,,1.0,t,t
23087897,Verussa,2014-10-28,within a day,67%,0%,f,Barra da Tijuca,2.0,t,f
23111700,Andreia,2014-10-29,within a day,100%,,f,,3.0,t,t
23148045,Elizabeth&Tania,2014-10-30,,,,f,,1.0,t,t
23141333,Kai,2014-10-30,within an hour,100%,100%,t,Copacabana,2.0,t,t
3391193,Shea,2012-08-27,within a few hours,100%,94%,f,Copacabana,3.0,t,t
23218244,Anna,2014-11-01,within an hour,100%,93%,t,Santa Teresa,3.0,t,t
23218772,Miriam,2014-11-01,,,,f,,0.0,t,t
23219511,Luiz Eduardo,2014-11-01,within a day,50%,100%,f,Barra da Tijuca,1.0,t,t
1208271,Allan,2011-09-25,within an hour,99%,70%,t,Ipanema,81.0,t,t
20858500,Denise,2014-09-02,within a few hours,100%,50%,f,Leblon,1.0,t,t
23328936,Joao,2014-11-04,within a few hours,100%,0%,t,,1.0,t,t
15199512,Daniela,2014-05-06,,,,f,,1.0,t,t
11513056,Jadir,2014-01-21,,,,f,,1.0,t,t
23379114,Rafael,2014-11-05,within an hour,100%,100%,t,Copacabana,5.0,t,t
23431538,Andrea,2014-11-06,,,,f,,1.0,t,f
23465666,Luis,2014-11-07,within an hour,90%,100%,f,Botafogo,2.0,t,t
23485835,Edson,2014-11-08,,,,f,,2.0,t,t
23488225,Max,2014-11-08,within a day,75%,89%,f,,6.0,t,t
23488829,Renato,2014-11-08,a few days or more,0%,17%,f,,1.0,t,t
19982033,Vilma E Sidney,2014-08-13,within a few hours,100%,100%,f,Lapa,1.0,t,t
23517108,Maria Luiza,2014-11-09,a few days or more,20%,0%,f,,1.0,t,t
23531764,Heloisa,2014-11-09,,,,f,Santa Teresa,1.0,t,f
23534133,Luiza,2014-11-09,,,,f,,1.0,t,t
28775574,Moema Muller,2015-03-04,,,,f,,1.0,t,t
23581112,Antonio,2014-11-10,within a few hours,100%,,f,Vila Isabel,1.0,t,f
23517714,Camilo,2014-11-09,within a day,100%,0%,f,,1.0,t,t
23654943,Luciana,2014-11-12,within a few hours,100%,75%,t,Gávea,8.0,t,t
9653822,Marcelo,2013-10-27,within an hour,100%,67%,f,Lagoa,1.0,t,t
23673123,Claudio,2014-11-12,within a day,90%,100%,f,Leblon,2.0,t,t
16346613,Camila,2014-06-03,within an hour,100%,86%,f,Santa Teresa,1.0,t,t
23676500,Claudia,2014-11-12,,,,f,Botafogo,2.0,t,f
2110971,Tathiane,2012-04-10,within a day,70%,38%,f,Copacabana,4.0,t,t
23654582,Joseph,2014-11-12,a few days or more,0%,,f,Rio Comprido,1.0,t,f
23814932,Maria,2014-11-16,a few days or more,33%,,f,Copacabana,1.0,t,f
1736500,Diogo,2012-02-11,,,,f,Botafogo,1.0,t,t
17964199,Andre,2014-07-11,within an hour,100%,,f,,1.0,t,f
593003,Cibele,2011-05-16,,,,f,,1.0,t,f
23868466,Adriana,2014-11-17,,,,f,,1.0,t,f
23881750,Thomaz,2014-11-18,within an hour,100%,98%,t,Lagoa,4.0,t,t
23902256,Patricia,2014-11-18,within a day,58%,20%,f,,1.0,t,t
23907517,Celso,2014-11-18,within an hour,100%,98%,t,Copacabana,2.0,t,t
23925443,Jose Francisco,2014-11-19,within an hour,100%,100%,t,Flamengo,1.0,t,t
7631308,Silvio  Cesar,2013-07-21,within a day,100%,40%,f,Lapa,1.0,t,t
23953213,Sol,2014-11-19,,,,f,Santa Teresa,1.0,t,f
23973267,Isabela,2014-11-20,within an hour,100%,100%,f,Lagoa,3.0,t,t
20429030,Leonan,2014-08-23,,,,f,Copacabana,1.0,t,t
24015267,Monica,2014-11-21,within an hour,100%,80%,t,Catete,1.0,t,t
24033454,Guilherme,2014-11-22,within a day,50%,,f,Gávea,1.0,t,t
24039555,Cristina,2014-11-22,within a day,100%,0%,f,Barra da Tijuca,1.0,t,t
24065161,Lisia,2014-11-23,,,,f,,1.0,t,t
24108088,Ana,2014-11-24,within a day,100%,100%,f,Flamengo,1.0,t,t
23848768,Ana Paula,2014-11-17,,,,f,,1.0,t,f
13404881,Freddy,2014-03-22,within a few hours,100%,100%,f,Copacabana,1.0,t,t
966047,Lucia,2011-08-13,within an hour,100%,0%,t,Botafogo,1.0,t,f
24149940,Paula,2014-11-25,,,,f,Leblon,1.0,t,f
6785488,Paul,2013-06-07,within a few hours,100%,37%,f,Copacabana,9.0,t,t
24212366,Guido,2014-11-27,,,,f,Cosme Velho,1.0,t,f
10743059,Serge,2013-12-21,,,,f,Copacabana,1.0,t,t
1621813,Cecilia,2012-01-18,within an hour,100%,92%,f,,1.0,t,t
24338359,Angela,2014-11-30,,,,f,,1.0,t,f
22132374,Sonia,2014-10-04,,,0%,f,Copacabana,1.0,t,t
13731131,Fabio,2014-03-31,within an hour,100%,90%,t,Botafogo,4.0,t,t
24102417,Gisella,2014-11-24,,,,f,Cosme Velho,1.0,t,f
24412343,Leonardo,2014-12-02,within a day,100%,100%,f,Catete,1.0,t,t
24126020,Gabriela,2014-11-24,within a day,100%,100%,f,Botafogo,2.0,t,t
24425409,Carla,2014-12-02,within a few hours,100%,100%,f,Copacabana,1.0,t,f
7692877,Georgeana & Paulino,2013-07-24,within an hour,100%,100%,t,Ipanema,6.0,t,t
24140760,Ricardo,2014-11-25,,,,f,Botafogo,1.0,t,t
13997429,Rafael,2014-04-07,,,,f,Botafogo,1.0,t,t
15009225,Mariana,2014-05-02,,,,f,,1.0,t,f
9582592,Bruno,2013-10-22,,,,f,,3.0,t,f
24460812,Leila,2014-12-03,within an hour,100%,50%,f,Humaitá,2.0,t,f
24458563,Ronaldo,2014-12-03,,,,f,Botafogo,1.0,t,t
15219164,Rafael,2014-05-07,a few days or more,0%,,f,,2.0,t,t
24514337,Carlos,2014-12-05,a few days or more,0%,,f,Humaitá,1.0,t,f
24521701,Fatima,2014-12-05,within an hour,100%,74%,t,,6.0,t,t
15078553,Maria,2014-05-04,a few days or more,9%,14%,f,Ipanema,7.0,t,f
24559768,Rafael,2014-12-06,within an hour,100%,33%,f,Copacabana,2.0,t,f
24597357,César,2014-12-07,,,100%,f,Copacabana,1.0,t,f
10563531,Rudimar,2013-12-11,within an hour,100%,100%,t,,2.0,t,t
3208208,Renata,2012-08-09,,,0%,f,,1.0,t,f
5579838,Bruna,2013-03-22,within a day,100%,45%,t,Copacabana,3.0,t,t
24512109,Leonardo,2014-12-05,within an hour,100%,91%,f,Copacabana,1.0,t,t
24690390,Beth,2014-12-10,within a day,100%,44%,t,,1.0,t,t
24705190,Vitorina,2014-12-10,within an hour,100%,0%,t,Copacabana,1.0,t,t
24723972,Jean  Christophe,2014-12-11,within a day,100%,100%,f,Humaitá,2.0,t,t
22805631,Latin Exclusive,2014-10-21,within an hour,97%,50%,t,Ipanema,222.0,t,t
3108167,Patricia,2012-07-30,within an hour,100%,0%,f,,1.0,t,t
24733723,Felipe,2014-12-11,,,,f,Botafogo,2.0,t,f
24744886,Mary,2014-12-11,a few days or more,40%,50%,f,Glória,1.0,t,f
2130998,Elaine,2012-04-13,within an hour,89%,43%,f,,2.0,t,t
24756869,Geneilde,2014-12-12,a few days or more,0%,,f,Copacabana,1.0,t,f
4704654,Liliam,2013-01-14,a few days or more,0%,0%,f,,1.0,t,f
24766519,Renato,2014-12-12,within an hour,100%,100%,t,Lapa,4.0,t,t
9749539,Marcus,2013-11-01,within a day,90%,88%,f,,2.0,t,t
24774942,Regina,2014-12-12,within a few hours,100%,0%,f,Leblon,1.0,t,t
24797065,Fernando,2014-12-13,,,,f,Lapa,1.0,t,f
24797835,Augusto,2014-12-13,,,,f,Santa Teresa,2.0,t,t
14044951,Karin,2014-04-08,within a few hours,80%,38%,f,São Conrado,5.0,t,t
9145585,Lu,2013-09-30,within an hour,100%,75%,f,,1.0,t,t
12766943,José Antonio,2014-03-03,,,,f,,1.0,t,f
24834684,Larissa,2014-12-14,a few days or more,0%,0%,f,,2.0,t,t
24854828,Maria Beatriz,2014-12-15,within a few hours,90%,67%,f,Santa Teresa,1.0,t,t
3664727,Gabriela,2012-09-24,,,,f,,0.0,t,t
24853320,Maurício,2014-12-15,,,,f,,1.0,t,t
24865000,Frederico,2014-12-15,a few days or more,0%,,f,,1.0,t,t
24867609,Daniele,2014-12-15,within an hour,80%,86%,t,Barra da Tijuca,1.0,t,t
24377051,Joaquim,2014-12-01,,,,f,,1.0,t,f
24874532,Fabiane,2014-12-15,within an hour,100%,0%,f,,1.0,t,f
21108686,Leonardo,2014-09-08,within a day,67%,42%,f,Copacabana,1.0,t,t
7285435,Marcio,2013-07-04,within a few hours,100%,50%,f,Copacabana,2.0,t,t
24930677,Angela,2014-12-17,within a day,100%,,f,Copacabana,1.0,t,t
24941741,Michelle,2014-12-17,within a day,75%,63%,f,Laranjeiras,4.0,t,t
24971450,Thiago,2014-12-18,within a few hours,100%,50%,f,Rio Comprido,0.0,t,t
24415930,Cristina,2014-12-02,within a few hours,100%,100%,f,,5.0,t,f
25004550,Sergio,2014-12-19,a few days or more,0%,0%,f,,1.0,t,f
25009918,Andréa,2014-12-19,within an hour,100%,100%,f,Jardim Botânico,0.0,t,t
25002900,Elizabeth,2014-12-19,within an hour,100%,87%,f,,2.0,t,t
5431187,Luca,2013-03-12,,,,f,Ipanema,27.0,t,t
25038459,Eduardo,2014-12-20,within a day,100%,69%,f,,1.0,t,f
17070351,Carlos,2014-06-21,within an hour,83%,91%,t,Copacabana,2.0,t,t
11567212,Federico,2014-01-23,within a few hours,100%,17%,f,,3.0,t,f
10030317,Márcia,2013-11-15,within an hour,100%,100%,t,Leblon,3.0,t,t
25074155,Fernanda,2014-12-21,within an hour,100%,,f,,1.0,t,t
9272737,Ricardo,2013-10-07,within a few hours,100%,83%,f,Ipanema,2.0,t,t
25110914,Lucas,2014-12-22,within a day,75%,,f,Ipanema,3.0,t,f
25011537,Armando,2014-12-19,within an hour,90%,100%,t,Ipanema,2.0,t,t
23283207,Fabricio,2014-11-03,within an hour,100%,100%,f,Lagoa,1.0,t,t
25130130,Fabio,2014-12-23,within an hour,95%,99%,t,Leblon,7.0,t,f
2459392,Qoñicha Wasi Hostel,2012-05-24,,,,f,Santa Teresa,4.0,t,f
25170556,Rosa,2014-12-24,within an hour,100%,100%,f,Copacabana,3.0,t,t
20130531,Mauricio,2014-08-16,,,,f,,1.0,t,f
9537195,Antonia,2013-10-20,within a day,70%,10%,f,,3.0,t,t
1125924,Silvia,2011-09-07,within a few hours,100%,44%,f,Copacabana,1.0,t,t
25181669,Alan,2014-12-25,within a few hours,100%,100%,f,,1.0,t,f
25216603,Cristiane,2014-12-26,within an hour,100%,20%,f,,2.0,t,t
25220895,Diego,2014-12-26,within a few hours,100%,95%,t,Copacabana,1.0,t,t
25236936,Alfredo,2014-12-26,within an hour,100%,100%,f,Leblon,1.0,t,t
25292354,Joao Junior,2014-12-28,,,,f,Copacabana,1.0,t,t
25111380,Marcelo,2014-12-22,within a few hours,100%,75%,t,Flamengo,1.0,t,t
25310243,Carlos,2014-12-28,within an hour,100%,100%,t,Copacabana,2.0,t,t
25342141,Patricia,2014-12-29,,,,f,Botafogo,1.0,t,t
25487291,Paulo,2015-01-02,within an hour,100%,95%,t,Leblon,1.0,t,t
24008123,Vanessa,2014-11-21,within a few hours,95%,92%,t,Copacabana,3.0,t,t
25559631,Livia,2015-01-03,within a day,86%,100%,f,,1.0,t,t
5702176,Eleonora,2013-03-31,within a few hours,100%,,f,,1.0,t,f
25595358,Sandra,2015-01-04,,,,t,Copacabana,1.0,t,t
25607172,Adriana,2015-01-04,,,,f,Botafogo,1.0,t,t
11264651,Renonas,2014-01-13,within a day,100%,100%,f,Ipanema,1.0,t,t
13525136,Aquidaban,2014-03-25,,,,f,Leme,1.0,t,f
25640029,Mariana,2015-01-05,,,0%,f,,1.0,t,t
25641229,Tereza,2015-01-05,,,,f,,1.0,t,f
11188346,Tatiana,2014-01-10,within a few hours,100%,67%,t,,1.0,t,f
24943922,Fabiano,2014-12-17,,,,f,Copacabana,1.0,t,f
2156912,David,2012-04-17,within a few hours,100%,88%,f,Copacabana,2.0,t,t
22579735,Renata,2014-10-15,within a few hours,100%,97%,t,Cosme Velho,2.0,t,t
6200134,Eduardo,2013-05-02,within an hour,100%,100%,f,Ipanema,1.0,t,t
25693704,Noele,2015-01-06,within a few hours,100%,98%,f,Copacabana,2.0,t,t
24783878,Victor,2014-12-13,a few days or more,15%,100%,f,Leme,2.0,t,t
25707293,Luis,2015-01-06,,,,f,,1.0,t,f
25709876,Thamyres,2015-01-06,,,,f,,1.0,t,t
29190800,Bruno,2015-03-11,,,,f,,1.0,t,t
25749121,Andrea,2015-01-07,,,,f,Barra da Tijuca,2.0,t,t
7474990,Eileen,2013-07-14,within a few hours,100%,100%,f,Jardim Botânico,1.0,t,t
20409010,Rosanna,2014-08-22,within a day,90%,0%,f,,1.0,t,t
25762920,Marcelo,2015-01-07,,,0%,f,,1.0,t,t
11648304,Claudia,2014-01-26,within a few hours,100%,81%,f,,1.0,t,t
8516430,Manoela,2013-08-29,within a day,70%,92%,f,,2.0,t,t
25849829,Yuri,2015-01-09,within an hour,100%,90%,t,Ipanema,1.0,t,t
25851921,Alice,2015-01-09,,,,t,,1.0,t,t
14969641,Ronaldo,2014-05-01,,,,f,Leblon,1.0,t,t
25885920,Leonardo,2015-01-10,within a few hours,100%,33%,f,Deodoro,3.0,t,t
25947504,Maria Inês Cony Gomes De,2015-01-11,within a day,60%,0%,f,Copacabana,1.0,t,f
3974816,Lucia,2012-10-25,,,,f,Santa Teresa,1.0,t,t
25736518,Cláudia,2015-01-07,within a day,50%,0%,f,,2.0,t,t
12435554,Laura,2014-02-21,a few days or more,0%,50%,f,,2.0,t,t
15980173,Adriana,2014-05-25,within an hour,100%,56%,f,,1.0,t,t
21542143,Vera,2014-09-19,within a day,100%,100%,f,Leblon,1.0,t,t
26023875,Alexandre,2015-01-12,,,,f,,1.0,t,f
21652202,Elizabeth,2014-09-22,within a day,100%,100%,f,Ipanema,1.0,t,t
16637238,Ricardo,2014-06-10,within a day,70%,96%,f,Ipanema,1.0,t,f
26211018,Carmen,2015-01-16,,,,f,Copacabana,1.0,t,t
26221547,Claudia,2015-01-16,within a day,70%,0%,f,Copacabana,1.0,t,t
26221757,Fernando,2015-01-16,,,,f,,2.0,t,t
8179738,Walter&Imane,2013-08-15,a few days or more,0%,,f,,1.0,t,t
26156175,Paulo Vinicius,2015-01-15,,,,f,,1.0,t,t
26255501,Franz,2015-01-17,within a day,50%,,f,Todos os Santos,3.0,t,t
26259326,Liliane Marques,2015-01-17,,,,f,,2.0,t,f
26272031,Mauro,2015-01-17,,,,f,Copacabana,0.0,t,f
18288365,Marcos,2014-07-17,within a few hours,100%,33%,f,Leblon,1.0,t,t
13603514,Nadja,2014-03-27,within a few hours,90%,71%,f,,0.0,t,t
14788261,Bernardo,2014-04-27,within an hour,71%,100%,f,Ipanema,1.0,t,t
26350949,Mariah,2015-01-19,a few days or more,13%,0%,f,Copacabana,3.0,t,f
23562925,Renata,2014-11-10,,,,f,Jardim Botânico,1.0,t,f
19807140,Ana Paula,2014-08-10,a few days or more,0%,0%,f,Copacabana,1.0,t,f
1409727,Claudia,2011-11-15,,,,f,,2.0,t,t
12530901,Simon,2014-02-24,within a day,100%,100%,f,Copacabana,1.0,t,t
15024916,Micha,2014-05-02,within an hour,100%,100%,t,Leme,1.0,t,t
25692154,Marco,2015-01-06,a few days or more,33%,,f,Botafogo,1.0,t,f
26433056,Gerardo,2015-01-20,within a few hours,100%,100%,f,,1.0,t,t
2457852,Luciene,2012-05-24,within an hour,96%,97%,f,,3.0,t,t
26470299,Alex,2015-01-21,within an hour,100%,96%,t,Penha,1.0,t,t
25626213,Tina,2015-01-05,within a day,50%,,f,Copacabana,1.0,t,t
12287013,Maria Cristina,2014-02-16,,,0%,f,Santa Teresa,1.0,t,f
14332661,Alessandra,2014-04-15,within an hour,100%,80%,f,,2.0,t,t
2337167,Eliana,2012-05-10,a few days or more,0%,50%,f,Botafogo,0.0,t,f
4504358,Raul,2012-12-27,within a day,57%,29%,f,Gávea,3.0,t,t
26540787,Guillaume,2015-01-22,within a few hours,100%,0%,f,Copacabana,4.0,t,t
26544620,Igor,2015-01-22,,,,f,Santa Teresa,1.0,t,f
24979035,Eduardo,2014-12-18,a few days or more,0%,,f,Encantado,1.0,t,f
15178475,Marjorie,2014-05-06,within a day,50%,67%,t,,1.0,t,t
26578832,Eduardo,2015-01-23,within an hour,100%,100%,f,Copacabana,1.0,t,f
26603603,Eliete,2015-01-23,within an hour,88%,87%,f,Leblon,1.0,t,t
20087078,Alessandro,2014-08-15,within a day,90%,50%,f,,1.0,t,t
25255137,Maria Do Carmo Berdeal,2014-12-27,within an hour,100%,100%,f,Copacabana,0.0,t,t
8299780,Rafael,2013-08-21,,,,f,Maracanã,1.0,t,t
26748682,Rose Kaneko,2015-01-26,within a few hours,96%,90%,t,,17.0,t,t
26394281,Camilla,2015-01-20,within a day,100%,100%,f,Lapa,0.0,t,t
26760604,Joao,2015-01-26,within an hour,100%,0%,f,Copacabana,2.0,t,t
11410791,Thais,2014-01-18,within a few hours,100%,67%,f,,1.0,t,t
26779651,Miriam,2015-01-27,within an hour,100%,100%,t,Gávea,1.0,t,t
26779543,Sandra,2015-01-27,,,,f,Santa Teresa,1.0,t,f
26781870,Marcelo,2015-01-27,within a day,60%,67%,f,Barra da Tijuca,1.0,t,t
26784802,Ivone,2015-01-27,within a day,100%,31%,f,,4.0,t,t
26785257,Simone,2015-01-27,,,,f,,1.0,t,f
26787410,Joel,2015-01-27,,,,f,Ipanema,1.0,t,f
26788558,Doni,2015-01-27,,,,f,,1.0,t,f
26596592,Guilherme,2015-01-23,within a day,85%,55%,f,,7.0,t,t
26810936,Vasconcelos,2015-01-27,,,,f,,1.0,t,f
26809830,Marcos,2015-01-27,,,,f,Copacabana,1.0,t,f
14011760,Leandro,2014-04-07,,,,f,Copacabana,2.0,t,t
26818706,João Henrique,2015-01-27,,,,f,,1.0,t,f
19227971,Mila,2014-07-31,,,0%,f,,0.0,t,f
26846934,Anne,2015-01-28,a few days or more,20%,,f,Santa Teresa,5.0,t,t
26898524,Cristiane,2015-01-29,,,,f,,2.0,t,f
11389355,Leticia,2014-01-17,within an hour,100%,97%,t,Leblon,7.0,t,t
26912330,Vera Lucia Gago,2015-01-29,within an hour,100%,94%,t,Ipanema,4.0,t,t
3069915,Mara,2012-07-27,a few days or more,0%,,f,Glória,1.0,t,t
26907475,Angela,2015-01-29,,,,f,Santa Teresa,1.0,t,t
26958570,Ana,2015-01-30,within a day,100%,0%,f,,1.0,t,t
8593997,Fabio,2013-09-02,within a day,88%,83%,f,Leblon,2.0,t,t
26215552,Jaqueline,2015-01-16,within a day,100%,0%,f,,1.0,t,f
26518872,Rosana,2015-01-22,a few days or more,0%,0%,f,,1.0,t,f
26988167,Sérgio,2015-01-31,within an hour,100%,100%,t,Copacabana,2.0,t,t
26922963,Marjorie,2015-01-29,within a day,50%,0%,f,Copacabana,1.0,t,f
1796794,Yara,2012-02-23,within a few hours,100%,,f,São Cristóvão,5.0,t,t
27009538,Marcus,2015-01-31,within an hour,100%,100%,t,Barra da Tijuca,1.0,t,t
21746256,Walda,2014-09-24,within an hour,90%,73%,t,,1.0,t,t
16041317,Atila,2014-05-27,a few days or more,0%,,f,,2.0,t,t
27099250,Carlos Otávio,2015-02-02,within a few hours,100%,67%,f,Leblon,1.0,t,t
11538592,Aretuza,2014-01-22,,,,f,,3.0,t,t
