anfitriao_id,anfitriao_nome,anf_data_cadastro,anf_tempo_resposta,anf_taxa_resposta,anf_taxa_aceitacao,super_anfitriao,anf_bairro,anf_num_total_anuncios,anf_foto_perfil,anf_identidade_verificada
3655422,Inga,2012-09-23,,,,f,,1.0,t,f
340053702,Juliana,2020-03-03,a few days or more,0%,100%,f,,0.0,t,f
337528102,Maria,2020-02-19,within a day,100%,100%,f,,0.0,t,f
191414710,Veronica,2018-05-24,,,100%,f,,0.0,t,f
88670286,Raquel,2016-08-08,within an hour,100%,83%,f,,4.0,t,t
103725121,Carol,2016-11-14,,,50%,f,,0.0,t,t
159123189,Flávio,2017-11-17,,,,f,,1.0,t,t
340179542,Lucas,2020-03-04,,,,f,,1.0,t,f
340099416,Luiza,2020-03-03,a few days or more,0%,0%,f,,0.0,f,f
67153795,Carlos,2016-04-14,,,,t,,2.0,t,t
109308321,Fred,2017-01-01,a few days or more,33%,,f,,2.0,t,t
58196850,Lília,2016-02-10,,,0%,f,,0.0,t,f
127344980,Layla,2017-04-24,within a day,75%,100%,f,,0.0,t,t
340388776,Miguel,2020-03-05,,,,f,,0.0,t,f
166171845,Sergio,2018-01-06,a few days or more,0%,,f,,1.0,t,t
340421196,Jacqueline,2020-03-05,a few days or more,0%,,f,,0.0,t,f
245966832,Alexandre,2019-02-28,,,,f,,1.0,t,t
35503913,Leo,2015-06-10,a few days or more,0%,100%,f,,0.0,t,f
340520897,André,2020-03-06,a few days or more,0%,0%,f,,1.0,t,t
340533360,Anna Carolina,2020-03-06,a few days or more,0%,100%,f,,0.0,t,f
317110959,Lucas,2019-12-13,within a few hours,94%,80%,f,,19.0,t,t
128421235,Cláudia Linhares,2017-05-01,within a few hours,100%,94%,t,,0.0,t,t
338259756,Claudio,2020-02-23,,,,f,,0.0,t,f
340680902,Newton,2020-03-07,,,,f,,2.0,t,f
31686571,Cristina,2015-04-21,within a few hours,100%,100%,f,,0.0,t,f
340807276,Wagner,2020-03-08,a few days or more,0%,,f,,0.0,t,f
340628799,Lucas Dos Santos,2020-03-07,a few days or more,0%,0%,f,,3.0,t,f
340828939,Soraia,2020-03-08,,,0%,f,,1.0,t,f
318572340,Luciana,2019-12-17,a few days or more,0%,0%,f,,0.0,t,f
44681312,Lucas,2015-09-20,within a few hours,100%,100%,f,,2.0,t,f
164940950,Maria,2017-12-30,within an hour,88%,87%,f,,0.0,t,t
56257124,Alexandre,2016-01-26,within an hour,100%,100%,t,,2.0,t,t
340918204,Josefina,2020-03-09,a few days or more,0%,100%,f,,0.0,t,f
340927177,Gabriel,2020-03-09,within a day,50%,53%,f,,1.0,t,f
30280162,Janaina,2015-03-30,within a day,100%,100%,f,,2.0,t,t
28576309,Dwala,2015-03-01,within an hour,100%,100%,t,,2.0,t,f
340982658,Simone,2020-03-09,within a day,100%,,f,,0.0,t,f
119654588,Ricardo,2017-03-07,within a day,90%,0%,f,,0.0,t,t
130965240,Camila,2017-05-18,within a day,100%,,f,Copacabana,2.0,t,t
94213940,Carol,2016-09-08,,,,f,,0.0,t,f
261623668,Antonio Carlos,2019-05-13,,,,f,,0.0,t,f
213339346,Bruna,2018-09-03,a few days or more,0%,100%,f,,0.0,t,f
128553066,Thainara,2017-05-02,,,100%,f,,0.0,t,t
223182055,Hélio Figueiredo,2018-10-29,within an hour,100%,99%,t,,1.0,t,t
338281079,Pedro,2020-02-23,,,,f,,1.0,t,f
13298894,Luci,2014-03-19,within an hour,100%,100%,f,,0.0,t,f
159774056,Maria,2017-11-22,,,38%,t,Copacabana,2.0,t,f
341132996,Edvaldo,2020-03-10,a few days or more,0%,,f,,0.0,t,f
290534035,Ubiratan,2019-08-31,a few days or more,9%,43%,f,,0.0,t,f
341167506,Diogo,2020-03-10,a few days or more,0%,,f,,0.0,t,f
35504472,Tania,2015-06-10,within a day,100%,,f,,0.0,t,f
341227353,Alysson,2020-03-11,within a few hours,100%,92%,f,,0.0,t,t
65356739,Ignacio,2016-04-01,,,63%,f,Flamengo,1.0,t,f
341248628,Linkhouse,2020-03-11,within a day,77%,82%,f,,22.0,t,t
195517009,Priscila,2018-06-13,,,100%,f,,1.0,t,t
28012206,Valéria,2015-02-19,within an hour,100%,98%,t,,1.0,t,t
341275357,Albano,2020-03-11,within an hour,92%,100%,t,,0.0,t,f
341302973,Antonio Elton,2020-03-11,within a day,70%,67%,f,,0.0,t,f
339776004,Fernando,2020-03-02,a few days or more,0%,100%,f,,0.0,t,f
341372986,Eloisa Helena Da Silva Dantas,2020-03-12,within a day,50%,100%,f,,2.0,t,t
328050314,Oscar,2020-01-16,within a day,100%,,f,,1.0,t,t
341395950,Mabel,2020-03-12,,,,f,,1.0,t,f
100004015,Beatriz,2016-10-17,,,,f,,0.0,t,t
172183499,Marcelo,2018-02-07,within an hour,100%,73%,f,,1.0,t,f
341366598,Gabriel,2020-03-12,within a day,76%,73%,f,,0.0,t,t
75109316,Fedex,2016-05-31,a few days or more,30%,0%,f,,1.0,t,t
68629165,Stella,2016-04-24,within an hour,100%,100%,f,,2.0,t,t
3056062,Wanderson,2012-07-25,within an hour,100%,0%,f,,0.0,t,t
341622384,Gabriela,2020-03-14,,,,f,,0.0,t,f
171256326,Fernanda,2018-02-02,within a few hours,90%,92%,t,,0.0,t,t
341689304,Emil,2020-03-15,within a day,100%,100%,f,,0.0,t,t
302322832,Mystay,2019-10-14,within an hour,100%,78%,f,,0.0,t,t
109036681,Jorge Ney,2016-12-29,,,,f,,0.0,t,f
30927899,Bruno Henrique,2015-04-09,a few days or more,40%,0%,f,,0.0,t,t
142247076,Marli,2017-07-24,within an hour,100%,96%,f,,0.0,t,f
341791298,Cintia,2020-03-16,a few days or more,17%,60%,f,,0.0,t,f
40544028,Velinn Reserva,2015-08-04,within an hour,100%,96%,f,,8.0,t,t
341697220,Blue Rentals,2020-03-15,within an hour,99%,97%,f,,9.0,t,t
342045573,Carla,2020-03-19,a few days or more,4%,100%,f,,0.0,t,f
340484751,Fernando Antônio,2020-03-06,within an hour,100%,64%,t,,0.0,t,t
107403685,Henrique,2016-12-15,a few days or more,0%,33%,f,,0.0,f,f
27605480,Alex,2015-02-11,within an hour,100%,100%,t,,1.0,t,t
5162650,Douglas,2013-02-20,,,,f,,0.0,t,t
255448207,Rui,2019-04-12,within an hour,100%,96%,t,,1.0,t,t
342335150,Jéssica,2020-03-23,,,100%,f,,1.0,t,t
73113195,Creuza,2016-05-20,within an hour,88%,50%,f,,2.0,t,f
342376462,Igor,2020-03-24,,,,f,,1.0,t,f
342380853,Daniela Isis,2020-03-24,,,,f,,1.0,t,t
342453721,Tatiéle Cristina,2020-03-25,a few days or more,0%,,f,,1.0,t,t
341919385,Renata,2020-03-17,within an hour,100%,100%,t,,1.0,t,t
311180109,Rio Design,2019-11-21,,,,f,Copacabana,0.0,t,t
286416585,Belga,2019-08-16,,,,f,Centro,0.0,t,t
278615770,Ronaldo,2019-07-23,,,,f,,0.0,t,f
204711687,Claudia,2018-07-24,within an hour,100%,100%,f,,1.0,t,f
342703103,Fernanda,2020-03-28,within a day,50%,88%,f,,2.0,t,t
342820717,Davidson Lima Gomes,2020-03-30,a few days or more,0%,,f,,0.0,t,f
81845329,Luiz,2016-07-05,,,50%,f,,2.0,t,t
49488158,Sergio,2015-11-20,,,,f,Botafogo,3.0,t,t
77474306,Alvaro Gustavo,2016-06-13,,,,f,,1.0,t,f
156295655,Gabriela,2017-10-26,a few days or more,0%,,f,,0.0,t,f
341604406,Luiz Felipe,2020-03-14,,,,f,,1.0,t,t
14378098,Mariza,2014-04-16,within a few hours,80%,70%,f,Copacabana,4.0,t,f
15902093,Lina,2014-05-23,within an hour,100%,100%,f,,0.0,t,t
178024877,Caroline,2018-03-12,a few days or more,33%,,f,,1.0,t,t
343077259,Daniel,2020-04-03,within an hour,100%,75%,f,,1.0,t,t
45775835,Caco,2015-10-04,,,,f,,2.0,t,t
105721429,Rosario,2016-11-30,within a few hours,100%,88%,f,,3.0,t,t
90782003,Caio Mendes,2016-08-19,,,,t,,0.0,t,t
251598430,Elizabeth,2019-03-27,within a few hours,83%,100%,f,,13.0,t,t
343248910,Tereza,2020-04-05,within an hour,100%,97%,t,,1.0,t,t
343248994,Silvio,2020-04-05,a few days or more,0%,,f,,1.0,t,t
278585173,Tatiana Maria,2019-07-23,within an hour,100%,100%,t,,1.0,t,t
343378222,Luciana Candida Da Silva,2020-04-07,a few days or more,0%,,f,,0.0,t,f
315032561,Américas Barra,2019-12-06,,,,f,,0.0,t,t
318396893,Américas,2019-12-17,,,,f,,0.0,t,t
343530975,Juliano Sampaio,2020-04-09,within a day,100%,,f,,1.0,t,t
30843947,Flávia,2015-04-08,,,100%,f,,6.0,t,t
256789139,Willmann,2019-04-19,,,,f,,0.0,t,t
152885816,Monica,2017-10-01,,,,f,,0.0,t,f
4085499,David,2012-11-07,a few days or more,13%,67%,f,,1.0,t,t
62913860,Rodolfo,2016-03-14,within a day,68%,42%,t,,6.0,t,t
97553200,Fernanda,2016-10-01,within an hour,100%,93%,f,,1.0,t,t
127227744,Edison Ramos Migowski,2017-04-23,within a few hours,62%,100%,t,,0.0,t,t
310461308,Américas Granada,2019-11-18,,,100%,f,,0.0,t,t
344391927,Ana,2020-04-21,within a few hours,100%,93%,t,,0.0,t,t
12264052,Sandra Maria,2014-02-15,within a day,100%,100%,f,,1.0,t,f
344572773,Alexandre,2020-04-24,,,,f,,0.0,t,f
12752644,Ligia,2014-03-03,within an hour,100%,100%,f,,1.0,t,t
52618140,Felipe,2015-12-29,a few days or more,0%,,f,,1.0,t,f
343740923,Larissa,2020-04-12,a few days or more,0%,100%,f,,1.0,t,t
344777901,Jose,2020-04-27,,,,f,,1.0,t,t
344786038,Cleverson,2020-04-27,a few days or more,0%,0%,f,,1.0,t,t
18649818,Isabel,2014-07-22,within a day,100%,50%,f,,1.0,t,t
116252872,Maria De Fatima,2017-02-13,within a day,100%,71%,f,,0.0,t,t
344796195,Mauricio Esposito,2020-04-27,within an hour,100%,100%,t,,0.0,t,t
312899567,Augusto'S,2019-11-28,,,,f,Copacabana,0.0,t,t
344965407,Ana Beatriz Guedes,2020-04-29,within an hour,100%,100%,t,,0.0,t,t
345016749,Edilson,2020-04-30,,,,f,,0.0,t,f
345025988,Solange,2020-04-30,,,,f,,0.0,t,t
90845887,Maria,2016-08-19,a few days or more,0%,,f,,0.0,t,t
345193075,Luiz Cesar,2020-05-02,within an hour,100%,100%,t,,0.0,t,t
212657487,Papai,2018-08-30,a few days or more,0%,100%,f,,1.0,t,t
345484650,C,2020-05-05,,,,f,,0.0,f,f
169505910,Paula,2018-01-23,a few days or more,10%,60%,f,,1.0,t,t
240682893,Luciano,2019-02-02,,,,f,,1.0,t,f
345559050,Marcos Paulo,2020-05-06,,,,t,,0.0,t,t
258640869,Maressa,2019-04-28,,,100%,f,,3.0,t,t
32706775,Alexandre,2015-05-05,,,0%,f,,0.0,t,f
43898034,Giovani,2015-09-10,within an hour,100%,30%,t,,0.0,t,t
345442160,Angelo,2020-05-05,,,,f,,1.0,t,t
56174943,Mariana,2016-01-26,a few days or more,0%,17%,f,,2.0,t,t
346082128,SNS Patrimonial E Serviços Ltda,2020-05-12,within an hour,100%,94%,f,,0.0,t,t
289700318,Leonardo,2019-08-27,within an hour,100%,100%,f,,2.0,t,t
222088893,Isaac,2018-10-22,within an hour,100%,98%,t,,2.0,t,t
268997054,Roberto,2019-06-16,,,,f,,1.0,t,t
226756938,Andre,2018-11-20,within an hour,100%,100%,f,,2.0,t,t
107634975,Lucas,2016-12-18,,,,f,,1.0,t,t
325906623,Vagner,2020-01-09,,,,f,,0.0,t,t
112054973,Vanessa,2017-01-18,a few days or more,0%,,f,,2.0,t,f
14201235,Ana Paula,2014-04-12,,,,f,,2.0,t,t
23176539,Karine,2014-10-31,,,,f,,1.0,t,t
256994408,Bruno,2019-04-20,within a few hours,100%,60%,f,,0.0,t,t
230015819,Beatriz,2018-12-10,,,,f,,1.0,t,f
276545422,Luisa,2019-07-16,,,,f,,0.0,t,t
64324954,Luiz Felipe,2016-03-24,within an hour,100%,100%,t,,1.0,t,t
233908688,José Luis,2019-01-02,within a day,50%,0%,f,,0.0,t,t
28095018,Bruno,2015-02-21,within an hour,100%,100%,f,,1.0,t,t
98795928,Simone,2016-10-08,,,,f,,0.0,t,t
45312664,Thiago,2015-09-28,within an hour,100%,82%,f,,0.0,t,t
216635150,Anne,2018-09-21,,,,f,,0.0,t,f
303440338,Rodrigo,2019-10-20,within an hour,100%,92%,f,,1.0,t,t
331210726,Ricardo,2020-01-27,within an hour,100%,100%,t,,0.0,t,t
801333,Liane,2011-07-10,,,,f,,1.0,t,t
102693526,José,2016-11-06,within a day,75%,,f,,0.0,t,t
348285244,Edna,2020-06-01,a few days or more,0%,,f,,0.0,t,t
15857390,Priscila,2014-05-22,a few days or more,0%,,f,,1.0,t,f
348695176,Iara,2020-06-04,,,,f,,1.0,t,f
348293564,Juliana,2020-06-01,within an hour,99%,100%,f,,21.0,t,t
75987923,Flavio,2016-06-05,within an hour,100%,93%,f,,0.0,t,f
348745512,Brenda,2020-06-04,within a few hours,100%,100%,f,,1.0,t,t
348762463,Luciana,2020-06-04,within an hour,100%,88%,f,,0.0,t,f
10175237,Adriana,2013-11-21,within an hour,100%,100%,f,,2.0,t,t
120427840,Diego,2017-03-12,,,,f,,1.0,t,t
349010758,Marco,2020-06-07,within a day,70%,87%,f,,1.0,t,t
168724817,Luiz Victor,2018-01-19,within an hour,82%,93%,f,,1.0,t,t
339487940,Juca,2020-02-29,,,,f,,1.0,t,t
349514832,Adriana,2020-06-10,within a few hours,100%,50%,f,,2.0,t,t
7028215,Guilherme,2013-06-20,within an hour,100%,100%,t,,0.0,t,t
349507033,Maria Das Vitórias,2020-06-10,a few days or more,40%,14%,f,,1.0,t,t
5320188,Orlando,2013-03-04,a few days or more,0%,0%,f,,3.0,t,t
195501303,Francesca,2018-06-13,within a day,79%,50%,f,,3.0,t,f
349872846,Mayara,2020-06-13,a few days or more,0%,,f,,1.0,t,f
349897129,Nelia Pereira,2020-06-13,within an hour,100%,100%,t,,12.0,t,t
15845769,Julia,2014-05-22,within a few hours,100%,96%,t,,0.0,t,t
285077915,Gisela Maria,2019-08-12,within an hour,100%,96%,f,,5.0,t,t
160707038,Sylvia,2017-11-30,within an hour,100%,98%,t,,2.0,t,t
93013952,Claudia,2016-09-01,a few days or more,6%,53%,f,,1.0,t,t
110885084,Eduardo,2017-01-10,within a few hours,100%,,f,,0.0,t,t
350312328,Lillian,2020-06-16,a few days or more,0%,,f,,0.0,t,f
22679827,Celia Maria,2014-10-18,,,100%,f,,0.0,t,f
135834807,Julio Da Fonseca,2017-06-19,within an hour,100%,97%,t,,2.0,t,t
200146953,Guilherme,2018-07-05,within an hour,100%,100%,t,,1.0,t,f
59742898,Rachel,2016-02-21,within an hour,100%,92%,f,,1.0,t,t
2125410,Andre,2012-04-12,within an hour,100%,68%,f,,0.0,t,t
74376033,Livia,2016-05-27,a few days or more,0%,80%,f,,1.0,t,t
350712395,Vanessa,2020-06-18,,,,f,,0.0,t,f
37836510,Bruno,2015-07-07,within an hour,100%,,f,,2.0,t,f
350729923,Leandro,2020-06-18,within a day,50%,100%,f,,0.0,t,f
350996587,Kelen,2020-06-20,within an hour,100%,100%,f,,0.0,t,t
195235469,Alexandra,2018-06-12,,,,f,,1.0,t,t
169718373,Xavi,2018-01-24,within a day,88%,82%,f,,3.0,t,t
240165481,Marisa,2019-01-31,a few days or more,0%,,f,,1.0,t,f
250390296,Elis,2019-03-21,within a day,88%,100%,f,,2.0,t,t
245311595,Mauricio Miguel,2019-02-25,a few days or more,0%,0%,f,,1.0,t,t
350888284,Ana Rosa,2020-06-20,,,,f,,1.0,t,f
351657131,Yuri,2020-06-24,,,,f,,1.0,t,t
101554921,Marcelo,2016-10-27,within a few hours,100%,77%,f,,0.0,t,t
351688916,Ivan,2020-06-24,,,,f,,0.0,t,f
76039144,Hugo,2016-06-05,,,,f,,0.0,t,t
352008051,Alex,2020-06-26,within a day,55%,96%,f,,4.0,t,t
352004739,Luiza,2020-06-26,a few days or more,0%,,f,,0.0,t,t
352129369,Monaliza,2020-06-27,a few days or more,0%,,f,,0.0,t,f
1485967,Fernanda,2011-12-08,,,100%,f,,0.0,t,f
352293514,Marcio,2020-06-28,a few days or more,0%,,f,,0.0,t,f
14452558,Luiz Felipe,2014-04-18,within an hour,100%,96%,t,,1.0,t,t
413577,Bernardo,2011-02-27,a few days or more,30%,78%,t,,2.0,t,t
352627105,Quentin,2020-06-30,,,,f,,0.0,t,f
352639570,Orville,2020-06-30,,,,f,,0.0,t,f
217745149,André,2018-09-28,within an hour,100%,100%,t,,0.0,t,f
352716300,Jackeline,2020-06-30,within an hour,100%,100%,f,,1.0,t,t
345581233,Wanessa,2020-05-07,,,,f,,0.0,t,t
155387791,Fabio,2017-10-20,,,,t,,9.0,t,t
352932979,Jacqueline,2020-07-01,a few days or more,0%,,f,,0.0,t,t
351669011,Lucas,2020-06-24,within a day,67%,100%,f,,4.0,t,t
31314543,Tatiane,2015-04-16,within an hour,93%,91%,t,,5.0,t,t
280425185,Sergio,2019-07-29,within an hour,100%,100%,f,,2.0,t,t
207772695,Taís,2018-08-06,a few days or more,0%,100%,f,,1.0,t,f
303425796,Maná Lounge,2019-10-20,a few days or more,0%,50%,f,,3.0,t,t
150702693,Leonardo,2017-09-15,within an hour,100%,67%,f,,1.0,t,f
414642,Leandro,2011-02-28,within an hour,100%,98%,t,,1.0,t,t
29242088,Elialda,2015-03-12,within an hour,100%,100%,f,Barra,1.0,t,t
7091112,Fabio,2013-06-24,within a few hours,80%,80%,f,,0.0,t,t
354005111,Ricardo,2020-07-06,within an hour,100%,100%,t,,0.0,t,f
52220056,Eduardo,2015-12-25,within an hour,93%,99%,t,,3.0,t,t
145004725,Guilherme,2017-08-08,within an hour,100%,90%,f,,3.0,t,t
34576313,Gabriela,2015-05-30,within a few hours,100%,87%,f,,0.0,t,t
354435100,Genilza,2020-07-07,,,,f,,1.0,t,f
354485065,Beatriz,2020-07-07,,,,f,,9.0,t,t
210838104,Luiz Felipe,2018-08-21,,,100%,f,,0.0,t,t
208567477,Samuel,2018-08-09,a few days or more,0%,,f,,0.0,t,t
333626010,Marylin,2020-02-04,within an hour,100%,91%,t,,0.0,t,t
177802003,André,2018-03-11,within a day,83%,80%,f,,2.0,t,t
9540794,Rose,2013-10-20,a few days or more,0%,0%,f,,1.0,t,t
168031056,Diogo,2018-01-15,a few days or more,33%,100%,f,,1.0,t,t
23543878,Paulo,2014-11-09,,,,t,,5.0,t,t
148937129,Alessandra,2017-09-03,within an hour,99%,99%,t,,14.0,t,t
124193466,Caique,2017-04-04,a few days or more,0%,46%,f,,1.0,t,t
301458326,Kadosh,2019-10-10,within a day,67%,,f,,0.0,t,t
333335137,Wallace,2020-02-04,within a day,100%,95%,t,,0.0,t,t
218806596,Tamara,2018-10-04,within a day,100%,,f,,2.0,t,t
43770286,Patricia,2015-09-09,,,100%,f,Leblon,2.0,t,t
356026101,Roberto,2020-07-12,a few days or more,13%,53%,f,,2.0,t,t
171467934,Luciana,2018-02-03,,,,f,,0.0,t,f
10649354,Regina,2013-12-16,within an hour,96%,97%,t,,1.0,t,t
224480311,Eredir,2018-11-06,within an hour,100%,100%,f,,3.0,t,f
534675,Junior,2011-04-25,within an hour,99%,83%,t,,2.0,t,t
59353344,Graça,2016-02-18,within an hour,100%,96%,t,,4.0,t,t
37940678,Bruna,2015-07-08,within an hour,90%,87%,f,,0.0,t,t
221441084,Manuela,2018-10-18,within a day,80%,,f,,0.0,t,t
231283721,Gaby,2018-12-18,within an hour,100%,100%,t,,2.0,t,t
47500788,Robert,2015-10-26,within a few hours,100%,11%,f,,3.0,t,t
244101847,Michael,2019-02-19,within a few hours,100%,,f,,1.0,t,t
708279,Alexandre,2011-06-16,within an hour,100%,100%,t,,2.0,t,t
101103778,Alexandre,2016-10-24,within an hour,100%,83%,f,,0.0,t,t
2792813,Marcela,2012-07-01,within a few hours,100%,100%,f,,1.0,t,t
1575895,Scintilla,2012-01-06,within a few hours,100%,,f,,2.0,t,t
357444985,Enzo,2020-07-20,a few days or more,0%,100%,f,,1.0,t,t
326995723,Gabriela,2020-01-13,,,100%,f,,0.0,t,t
334583140,Luka,2020-02-08,within a few hours,100%,100%,f,,1.0,t,t
84991549,Antonio,2016-07-20,within a few hours,100%,79%,f,,0.0,t,t
55962590,Natália,2016-01-24,,,,f,,2.0,t,t
357540576,Bernardo,2020-07-20,a few days or more,0%,0%,f,,1.0,t,t
155224911,Tatiana,2017-10-19,a few days or more,0%,50%,f,Copacabana,5.0,t,t
357699633,Jackeline,2020-07-21,,,,f,,3.0,t,t
53733528,Lygianne,2016-01-07,,,,f,,1.0,t,t
357508562,Lucas Adriel,2020-07-20,within an hour,100%,92%,t,,0.0,t,t
187188256,Lu,2018-04-30,,,,f,,3.0,t,t
357912693,Diogo,2020-07-22,,,,f,,1.0,t,t
20381738,Fabio,2014-08-22,within a day,100%,,f,,0.0,t,t
158181283,Rachel,2017-11-10,,,100%,f,,1.0,t,t
309543145,Frederico,2019-11-14,within a day,75%,70%,f,,1.0,t,t
358078241,Lincoln,2020-07-23,a few days or more,0%,88%,f,,1.0,t,f
358185923,Heloisa,2020-07-24,a few days or more,40%,100%,f,,1.0,t,t
321160419,Leonardo,2019-12-26,within a day,100%,,f,,1.0,t,f
358323282,Silvia,2020-07-25,within a few hours,88%,100%,f,,0.0,t,f
154057125,Pedro Henrique,2017-10-10,within an hour,100%,100%,f,,0.0,t,t
150114456,Luciana,2017-09-11,,,0%,f,,0.0,t,t
241704678,Igor,2019-02-07,within a day,63%,0%,f,,2.0,t,t
52451783,Ronney,2015-12-27,within an hour,100%,94%,f,,0.0,t,t
9369199,Aline,2013-10-11,,,,f,,1.0,t,t
67817730,Bruna,2016-04-18,,,82%,t,,0.0,t,f
359244987,Alexandre,2020-07-29,within a few hours,100%,100%,f,,2.0,t,t
73216399,Victor,2016-05-21,a few days or more,29%,18%,f,,0.0,t,t
57397807,Cassi,2016-02-04,within a day,100%,100%,f,,1.0,t,t
327094409,RubensSuisse,2020-01-13,within a day,100%,,f,,1.0,t,t
333375660,Wagner,2020-02-04,,,,f,,0.0,t,f
293226306,Ursula,2019-09-08,,,,f,,4.0,t,f
224831639,Keoma,2018-11-08,within an hour,100%,63%,f,,12.0,t,t
60724688,César Germano,2016-02-28,,,,f,,0.0,t,t
360069512,Renata Helena,2020-08-02,,,,t,,1.0,t,f
49826209,Ramon,2015-11-24,,,,f,,1.0,t,f
318680978,Thais,2019-12-18,,,,f,,1.0,t,f
12896431,Monica,2014-03-07,,,,f,,0.0,t,t
236648497,Edmilson,2019-01-14,a few days or more,0%,0%,f,,1.0,t,t
293802019,Wagner,2019-09-10,a few days or more,0%,80%,f,,1.0,t,t
125410606,Ariel,2017-04-11,within an hour,100%,91%,t,,1.0,t,t
44126254,Joel Silva,2015-09-13,within a day,50%,0%,f,,4.0,t,t
336031174,Brenda,2020-02-14,,,,t,,2.0,t,t
129450953,Thobias Vincensi,2017-05-08,within an hour,96%,94%,t,,1.0,t,t
238388565,Camille,2019-01-22,within a day,50%,68%,f,,4.0,t,t
307059510,Gloria,2019-11-04,a few days or more,20%,62%,f,,2.0,t,t
191212560,Gelso Fernandes,2018-05-23,within a few hours,100%,,f,,0.0,t,t
46186588,Ana Cláudia,2015-10-09,within a few hours,100%,100%,f,,0.0,t,t
361333011,Alexandre,2020-08-09,within a day,100%,,f,,0.0,t,t
6409417,Roberto,2013-05-15,,,100%,f,,0.0,t,f
222010834,Lorenna,2018-10-22,within an hour,100%,98%,f,,2.0,t,t
360107223,Erick,2020-08-03,a few days or more,29%,14%,f,,2.0,t,f
104557071,Mauricio,2016-11-20,within an hour,100%,98%,t,,0.0,t,f
10439357,Vânia,2013-12-04,,,,f,,1.0,t,t
20815417,Mariah,2014-09-01,a few days or more,0%,0%,f,,1.0,t,t
361930995,Rogério,2020-08-12,within a day,100%,,f,,1.0,t,t
2207091,Cleuza,2012-04-23,within a day,100%,100%,f,Barra da Tijuca,2.0,t,t
362070392,Heloa,2020-08-13,a few days or more,0%,,f,,1.0,t,t
18288215,Edilene,2014-07-17,within an hour,95%,99%,f,,1.0,t,t
362335003,Viviane,2020-08-14,within an hour,100%,,f,,1.0,t,f
243635213,Batista,2019-02-17,a few days or more,0%,100%,f,,2.0,t,t
250158399,Cadu,2019-03-20,within an hour,100%,94%,t,,3.0,t,f
331315025,Gabriel,2020-01-28,a few days or more,20%,100%,f,,1.0,t,t
360140716,Willian,2020-08-03,,,0%,f,,1.0,t,t
70234920,Margareth,2016-05-03,within a day,100%,57%,t,,0.0,t,f
338117271,Dalton,2020-02-22,within an hour,86%,91%,t,,4.0,t,t
341093845,Lola,2020-03-10,within an hour,100%,68%,f,,0.0,t,f
281855665,Carlos,2019-08-02,within an hour,93%,97%,t,,4.0,t,t
300821969,Roberta,2019-10-07,,,,f,,1.0,t,f
161254965,Rosemary,2017-12-04,within an hour,86%,100%,f,,0.0,t,t
35456611,Melinda Anne,2015-06-10,,,,t,,1.0,t,t
319384164,Matheus,2019-12-20,within a day,71%,67%,f,,2.0,t,t
135845476,Casa Do Mar,2017-06-19,within a day,76%,0%,f,,148.0,t,t
326798059,Renan,2020-01-12,a few days or more,0%,50%,f,,0.0,t,t
363311320,Carlos Alberto Bronzeri,2020-08-19,within a few hours,98%,99%,t,,0.0,t,t
363337069,Marcia,2020-08-19,within an hour,100%,100%,t,,1.0,t,t
363483621,Mariângela,2020-08-20,within an hour,100%,96%,t,,1.0,t,t
226738629,Bianca,2018-11-20,within an hour,91%,100%,t,,0.0,t,t
363563119,Paula,2020-08-20,within a day,80%,98%,f,,1.0,t,t
12281856,Renato,2014-02-16,,,100%,f,,1.0,t,t
363647252,Matheus,2020-08-21,,,,f,,0.0,t,t
313716702,Luiz Carlos,2019-12-02,within a few hours,100%,,f,,1.0,t,f
363703342,Hector Arturo,2020-08-21,,,,f,,1.0,t,t
24666150,Anna,2014-12-09,,,,f,,1.0,t,t
163703491,Daniela,2017-12-22,within a few hours,100%,100%,f,,2.0,t,t
83587992,Maria,2016-07-13,within a few hours,70%,60%,f,,4.0,t,t
63931187,Denise,2016-03-21,a few days or more,0%,,f,,1.0,t,f
364080751,Marinete,2020-08-23,a few days or more,0%,82%,f,,1.0,t,f
231516729,Almir,2018-12-19,within a few hours,100%,100%,f,,0.0,t,t
28836500,Paz,2015-03-05,,,,f,,1.0,t,t
138503704,Iris,2017-07-04,a few days or more,0%,100%,f,,1.0,t,f
128243035,Bárbara,2017-04-30,within an hour,100%,88%,f,,0.0,t,t
24316767,Aline,2014-11-30,within an hour,100%,91%,f,,2.0,t,t
88563906,Laryssa,2016-08-07,,,0%,f,,1.0,t,t
71645815,Adilson,2016-05-12,within an hour,93%,100%,f,,15.0,t,t
364705209,Katia,2020-08-27,within an hour,100%,100%,t,,0.0,t,t
361070661,Sandra,2020-08-07,,,100%,f,,0.0,t,t
15273025,Vanessa,2014-05-08,within a few hours,100%,57%,t,,2.0,t,f
67587712,Gabriel,2016-04-17,within a few hours,94%,93%,f,,4.0,t,t
74188019,Elisa,2016-05-26,within a few hours,100%,100%,f,,0.0,t,t
196639218,Evaristo Castro,2018-06-19,a few days or more,25%,,f,,0.0,t,f
10361290,Marilia,2013-12-01,,,,f,,3.0,t,t
67754861,João Alberto,2016-04-18,a few days or more,44%,80%,f,,2.0,t,f
153139399,Luciano,2017-10-03,within an hour,100%,100%,t,,0.0,t,t
365263590,Farid,2020-08-31,,,,f,,0.0,t,t
300806224,Alessandra,2019-10-07,within a day,50%,100%,f,,4.0,t,t
